Date,market,item,quantity_tonnes,price,temp,rainfall,humidity,wind_speed,sunshine_hours,is_holiday,holiday_name
2020-01-02,Polonnaruwa,Rice,49.28,149.56,26.1,4.8,89,12.2,9.564402777777778,0,
2020-01-02,Moneragala,Rice,41.89,146.26,24.7,8.1,92,12.1,10.769508333333334,0,
2020-01-02,Meegoda,Red Onion,35.92,274.56,26.1,5.6,88,8.1,10.779697222222223,0,
2020-01-02,Dambulla,Red Onion,39.32,278.6,25.1,3.8,88,18.7,10.443641666666666,0,
2020-01-02,Anuradhapura,Rice,56.42,145.08,26.0,1.7,87,15.9,10.759897222222222,0,
2020-01-02,Kurunegala,Rice,47.93,149.49,26.1,1.3,83,10.6,10.78136388888889,0,
2020-01-02,Puttalam,Red Onion,28.83,408.83,26.9,2.2,85,17.1,10.729458333333334,0,
2020-01-03,Thambuththegama,Red Onion,35.66,287.92,26.4,0.4,83,18.0,10.750805555555557,0,
2020-01-03,Colombo,Beetroot,13.25,280.79,26.6,0.8,88,12.6,10.778275,0,
2020-01-03,Embilipitiya,Red Onion,29.34,438.34,26.7,1.5,82,19.8,10.845644444444444,0,
2020-01-03,Kandy,Radish,19.43,57.3,24.7,0.0,79,21.7,10.81926111111111,0,
2020-01-03,Kandy,Beetroot,15.57,155.42,24.7,0.0,79,21.7,10.81926111111111,0,
2020-01-03,Dambulla,Beetroot,12.22,280.62,25.4,0.3,85,21.0,10.781825,0,
2020-01-03,Anuradhapura,Rice,48.85,144.67,26.3,0.6,85,17.8,10.753155555555557,0,
2020-01-03,Colombo,Rice,76.65,150.87,26.6,0.8,88,12.6,10.778275,0,
2020-01-03,Moneragala,Radish,14.93,85.5,25.1,3.4,88,10.5,10.856141666666668,0,
2020-01-03,Moneragala,Rice,49.47,146.0,25.1,3.4,88,10.5,10.856141666666668,0,
2020-01-03,Thambuththegama,Beetroot,8.57,334.49,26.4,0.4,83,18.0,10.750805555555557,0,
2020-01-03,Kandy,Rice,54.45,165.78,24.7,0.0,79,21.7,10.81926111111111,0,
2020-01-03,Nuwara Eliya,Red Onion,36.84,269.81,16.4,0.0,87,14.1,10.815669444444444,0,
2020-01-03,Moneragala,Red Onion,36.38,304.21,25.1,3.4,88,10.5,10.856141666666668,0,
2020-01-03,Colombo,Red Onion,55.7,331.22,26.6,0.8,88,12.6,10.778275,0,
2020-01-03,Dambulla,Red Onion,28.67,277.56,25.4,0.3,85,21.0,10.781825,0,
2020-01-03,Mullaittivu,Red Onion,32.84,254.88,27.1,3.8,84,19.3,10.749830555555556,0,
2020-01-03,Puttalam,Rice,45.75,151.04,27.1,0.4,82,19.5,10.722680555555556,0,
2020-01-03,Mannar,Red Onion,27.85,369.84,27.3,2.1,82,21.3,10.695475,0,
2020-01-03,Ampara,Rice,49.87,149.17,26.5,2.7,86,14.8,10.868741666666669,0,
2020-01-03,Kandy,Red Onion,42.66,284.22,24.7,0.0,79,21.7,10.81926111111111,0,
2020-01-03,Jaffna,Red Onion,33.99,273.48,26.9,0.6,86,16.7,10.686830555555554,0,
2020-01-03,Dambulla,Rice,57.9,146.55,25.4,0.3,85,21.0,10.781825,0,
2020-01-03,Vavuniya,Red Onion,34.24,190.43,26.1,1.4,85,15.7,10.747605555555555,0,
2020-01-03,Colombo,Radish,22.18,65.46,26.6,0.8,88,12.6,10.778275,0,
2020-01-03,Mullaittivu,Red Onion,25.72,324.86,27.1,3.8,84,19.3,10.749830555555556,0,
2020-01-03,Kurunegala,Rice,49.37,149.78,26.6,0.8,81,6.9,10.774513888888889,0,
2020-01-03,Polonnaruwa,Rice,51.26,149.64,26.4,1.3,85,14.2,10.804805555555555,0,
2020-01-03,Meegoda,Red Onion,34.91,274.47,26.2,2.8,88,7.8,10.772763888888887,0,
2020-01-03,Bandarawela,Beetroot,12.72,216.6,19.6,1.4,88,11.1,10.839708333333332,0,
2020-01-03,Meegoda,Radish,15.87,64.94,26.2,2.8,88,7.8,10.772763888888887,0,
2020-01-03,Batticaloa,Red Onion,31.46,286.68,27.0,1.8,85,18.4,10.853438888888888,0,
2020-01-03,Dambulla,Radish,20.22,52.73,25.4,0.3,85,21.0,10.781825,0,
2020-01-03,Trincomalee,Red Onion,25.88,445.85,27.2,3.7,83,18.4,10.794202777777777,0,
2020-01-03,Nuwara Eliya,Beetroot,11.73,250.05,16.4,0.0,87,14.1,10.815669444444444,0,
2020-01-03,Puttalam,Red Onion,28.75,405.48,27.1,0.4,82,19.5,10.722680555555556,0,
2020-01-04,Kandy,Beetroot,14.96,155.48,24.4,0.7,80,18.0,10.79533611111111,0,
2020-01-04,Kandy,Radish,15.92,57.05,24.4,0.7,80,18.0,10.79533611111111,0,
2020-01-04,Kurunegala,Rice,55.83,149.8,26.0,1.2,83,7.8,10.77113611111111,0,
2020-01-04,Moneragala,Rice,46.65,146.96,25.1,1.1,86,11.6,10.849372222222222,0,
2020-01-04,Meegoda,Radish,15.02,65.65,26.1,3.9,89,9.7,10.591797222222224,0,
2020-01-04,Puttalam,Red Onion,32.94,404.38,26.9,0.8,83,13.8,10.716069444444445,0,
2020-01-04,Kandy,Rice,63.35,165.53,24.4,0.7,80,18.0,10.79533611111111,0,
2020-01-04,Thambuththegama,Beetroot,7.71,326.69,26.4,0.3,83,14.5,10.744205555555556,0,
2020-01-04,Nuwara Eliya,Beetroot,11.53,222.36,15.6,0.0,85,7.3,10.813044444444444,0,
2020-01-04,Dambulla,Rice,55.73,147.08,25.4,0.5,85,15.7,10.775183333333334,0,
2020-01-04,Colombo,Radish,21.33,64.83,26.6,2.3,88,10.8,10.753252777777778,0,
2020-01-04,Colombo,Beetroot,15.51,271.1,26.6,2.3,88,10.8,10.753252777777778,0,
2020-01-04,Jaffna,Red Onion,29.48,278.79,26.8,0.8,86,13.1,10.680447222222222,0,
2020-01-04,Kandy,Red Onion,43.21,285.32,24.4,0.7,80,18.0,10.79533611111111,0,
2020-01-04,Moneragala,Radish,12.42,84.44,25.1,1.1,86,11.6,10.849372222222222,0,
2020-01-04,Vavuniya,Red Onion,34.8,190.39,26.1,0.9,84,13.0,10.741091666666668,0,
2020-01-04,Thambuththegama,Red Onion,28.58,281.78,26.4,0.3,83,14.5,10.744205555555556,0,
2020-01-04,Embilipitiya,Red Onion,24.73,433.23,26.5,0.5,82,15.8,10.837811111111112,0,
2020-01-04,Meegoda,Red Onion,39.09,274.56,26.1,3.9,89,9.7,10.591797222222224,0,
2020-01-04,Polonnaruwa,Rice,47.38,149.58,26.4,1.6,85,11.7,10.798175,0,
2020-01-04,Colombo,Red Onion,46.26,337.42,26.6,2.3,88,10.8,10.753252777777778,0,
2020-01-04,Mannar,Red Onion,30.2,373.2,27.2,1.7,83,19.2,10.68900277777778,0,
2020-01-04,Dambulla,Beetroot,11.24,279.75,25.4,0.5,85,15.7,10.775183333333334,0,
2020-01-04,Dambulla,Radish,17.38,53.68,25.4,0.5,85,15.7,10.775183333333334,0,
2020-01-04,Trincomalee,Red Onion,31.21,436.72,27.0,1.1,83,13.7,10.683972222222224,0,
2020-01-04,Puttalam,Rice,51.16,151.19,26.9,0.8,83,13.8,10.716069444444445,0,
2020-01-04,Bandarawela,Beetroot,10.6,218.38,19.1,2.0,87,11.3,10.864430555555554,0,
2020-01-04,Nuwara Eliya,Red Onion,35.95,264.71,15.6,0.0,85,7.3,10.813044444444444,0,
2020-01-04,Colombo,Rice,73.36,151.37,26.6,2.3,88,10.8,10.753252777777778,0,
2020-01-04,Mullaittivu,Red Onion,27.4,254.62,26.9,0.6,85,14.8,10.743388888888887,0,
2020-01-04,Anuradhapura,Rice,54.55,144.86,26.3,0.6,84,14.1,10.746583333333332,0,
2020-01-04,Batticaloa,Red Onion,33.77,282.68,26.9,1.3,85,15.0,10.846780555555556,0,
2020-01-04,Ampara,Rice,52.85,149.01,26.2,0.7,86,11.8,10.862022222222222,0,
2020-01-04,Mullaittivu,Red Onion,29.65,325.52,26.9,0.6,85,14.8,10.743388888888887,0,
2020-01-04,Dambulla,Red Onion,41.05,278.02,25.4,0.5,85,15.7,10.775183333333334,0,
2020-01-04,Moneragala,Red Onion,32.02,304.36,25.1,1.1,86,11.6,10.849372222222222,0,
2020-01-05,Mullaittivu,Red Onion,30.63,324.8,27.2,0.6,80,18.4,10.737144444444445,0,
2020-01-05,Ampara,Rice,46.47,148.87,26.3,0.8,84,13.5,10.855483333333332,0,
2020-01-05,Kandy,Radish,16.28,56.28,24.2,0.0,78,22.6,10.822791666666667,0,
2020-01-05,Moneragala,Radish,10.68,84.43,25.1,0.7,84,14.5,10.842783333333331,0,
2020-01-05,Dambulla,Rice,51.24,147.11,25.3,0.0,82,20.9,10.774,0,
2020-01-05,Vavuniya,Red Onion,31.91,190.36,26.2,0.0,83,15.7,10.734775,0,
2020-01-05,Puttalam,Red Onion,30.19,399.98,27.3,0.1,78,16.4,10.72886388888889,0,
2020-01-05,Dambulla,Red Onion,42.34,275.59,25.3,0.0,82,20.9,10.774,0,
2020-01-05,Nuwara Eliya,Red Onion,32.72,266.21,15.3,0.0,80,11.5,10.8584,0,
2020-01-05,Dambulla,Radish,15.62,53.87,25.3,0.0,82,20.9,10.774,0,
2020-01-05,Polonnaruwa,Rice,52.86,149.71,26.6,0.4,83,14.2,10.791730555555556,0,
2020-01-05,Meegoda,Radish,18.28,64.8,26.0,2.1,87,10.3,10.75938611111111,0,
2020-01-05,Dambulla,Beetroot,12.1,282.02,25.3,0.0,82,20.9,10.774,0,
2020-01-05,Colombo,Radish,21.07,63.58,26.4,0.5,88,10.4,10.784111111111113,0,
2020-01-05,Nuwara Eliya,Beetroot,11.48,215.06,15.3,0.0,80,11.5,10.8584,0,
2020-01-05,Kandy,Rice,59.68,165.56,24.2,0.0,78,22.6,10.822791666666667,0,
2020-01-05,Thambuththegama,Beetroot,11.06,328.75,26.4,0.1,80,17.7,10.737791666666668,0,
2020-01-05,Trincomalee,Red Onion,28.4,416.87,27.1,0.9,81,16.6,10.781333333333334,0,
2020-01-05,Moneragala,Red Onion,32.18,304.22,25.1,0.7,84,14.5,10.842783333333331,0,
2020-01-05,Kandy,Beetroot,16.11,156.1,24.2,0.0,78,22.6,10.822791666666667,0,
2020-01-05,Bandarawela,Beetroot,12.17,218.42,19.4,0.0,83,13.3,10.841388888888888,0,
2020-01-05,Moneragala,Rice,49.89,146.54,25.1,0.7,84,14.5,10.842783333333331,0,
2020-01-05,Meegoda,Red Onion,37.83,276.33,26.0,2.1,87,10.3,10.75938611111111,0,
2020-01-05,Thambuththegama,Red Onion,35.28,281.7,26.4,0.1,80,17.7,10.737791666666668,0,
2020-01-05,Mullaittivu,Red Onion,33.76,247.68,27.2,0.6,80,18.4,10.737144444444445,0,
2020-01-05,Puttalam,Rice,44.96,151.54,27.3,0.1,78,16.4,10.72886388888889,0,
2020-01-05,Anuradhapura,Rice,62.41,144.9,26.2,0.0,83,17.4,10.740202777777778,0,
2020-01-05,Mannar,Red Onion,25.24,374.01,27.6,1.7,78,24.9,10.686541666666669,0,
2020-01-05,Embilipitiya,Red Onion,28.06,432.06,26.6,0.0,80,18.3,10.84816388888889,0,
2020-01-05,Colombo,Red Onion,46.69,343.68,26.4,0.5,88,10.4,10.784111111111113,0,
2020-01-05,Kandy,Red Onion,36.39,284.76,24.2,0.0,78,22.6,10.822791666666667,0,
2020-01-05,Jaffna,Red Onion,34.96,278.24,27.0,0.0,82,18.0,10.674269444444445,0,
2020-01-05,Batticaloa,Red Onion,33.94,281.45,27.0,1.5,83,15.9,10.840302777777778,0,
2020-01-05,Colombo,Rice,74.41,152.78,26.4,0.5,88,10.4,10.784111111111113,0,
2020-01-05,Kurunegala,Rice,45.0,149.8,26.0,0.0,79,14.6,10.781719444444445,0,
2020-01-05,Colombo,Beetroot,14.88,270.48,26.4,0.5,88,10.4,10.784111111111113,0,
2020-01-06,Mannar,Red Onion,27.95,377.66,27.4,0.3,78,28.1,10.6794,0,
2020-01-06,Colombo,Red Onion,45.01,334.38,26.4,0.5,86,11.6,10.798697222222222,0,
2020-01-06,Colombo,Radish,25.35,63.68,26.4,0.5,86,11.6,10.798697222222222,0,
2020-01-06,Batticaloa,Red Onion,32.69,286.22,26.9,2.1,83,19.6,10.834027777777775,0,
2020-01-06,Bandarawela,Beetroot,10.98,216.08,18.9,1.1,88,14.8,10.85195,0,
2020-01-06,Moneragala,Red Onion,33.55,304.1,24.6,3.8,89,17.1,10.836383333333334,0,
2020-01-06,Mullaittivu,Red Onion,29.97,248.84,26.9,0.9,81,20.6,10.731116666666663,0,
2020-01-06,Jaffna,Red Onion,34.64,274.63,26.8,1.1,81,21.4,10.66831111111111,0,
2020-01-06,Colombo,Beetroot,17.02,269.29,26.4,0.5,86,11.6,10.798697222222222,0,
2020-01-06,Ampara,Rice,46.4,148.81,26.0,2.5,86,14.6,10.849141666666668,0,
2020-01-06,Polonnaruwa,Rice,49.14,149.76,26.3,1.9,84,16.6,10.785488888888889,0,
2020-01-06,Kandy,Red Onion,38.18,283.38,24.2,0.0,78,23.1,10.816530555555556,0,
2020-01-06,Meegoda,Radish,16.1,66.27,26.3,0.7,86,6.5,10.811375,0,
2020-01-06,Kurunegala,Rice,54.25,149.79,25.9,0.1,78,19.4,10.774808333333333,0,
2020-01-06,Dambulla,Red Onion,38.2,279.99,24.9,1.4,86,19.8,10.010580555555554,0,
2020-01-06,Trincomalee,Red Onion,28.94,423.77,27.2,2.2,79,19.1,10.775202777777778,0,
2020-01-06,Kandy,Rice,50.9,165.58,24.2,0.0,78,23.1,10.816530555555556,0,
2020-01-06,Meegoda,Red Onion,43.75,276.0,26.3,0.7,86,6.5,10.811375,0,
2020-01-06,Kandy,Beetroot,14.45,156.12,24.2,0.0,78,23.1,10.816530555555556,0,
2020-01-06,Moneragala,Radish,12.59,84.44,24.6,3.8,89,17.1,10.836383333333334,0,
2020-01-06,Thambuththegama,Beetroot,9.91,325.8,26.3,0.2,80,17.9,10.752277777777778,0,
2020-01-06,Thambuththegama,Red Onion,39.15,280.46,26.3,0.2,80,17.9,10.752277777777778,0,
2020-01-06,Kandy,Radish,19.18,56.73,24.2,0.0,78,23.1,10.816530555555556,0,
2020-01-06,Moneragala,Rice,38.11,146.77,24.6,3.8,89,17.1,10.836383333333334,0,
2020-01-06,Dambulla,Radish,16.55,53.0,24.9,1.4,86,19.8,10.010580555555554,0,
2020-01-06,Vavuniya,Red Onion,28.9,190.35,25.9,1.9,84,18.4,10.728669444444444,0,
2020-01-06,Mullaittivu,Red Onion,29.93,324.81,26.9,0.9,81,20.6,10.731116666666663,0,
2020-01-06,Puttalam,Rice,46.36,151.01,27.0,0.0,78,19.2,10.741758333333332,0,
2020-01-06,Dambulla,Beetroot,12.36,286.75,24.9,1.4,86,19.8,10.010580555555554,0,
2020-01-06,Anuradhapura,Rice,49.81,144.66,26.1,0.2,81,18.1,10.73845277777778,0,
2020-01-06,Nuwara Eliya,Red Onion,31.79,266.56,15.0,0.0,87,16.8,10.870844444444444,0,
2020-01-06,Embilipitiya,Red Onion,30.46,431.66,27.0,0.0,75,21.9,10.859744444444445,0,
2020-01-06,Dambulla,Rice,56.16,147.02,24.9,1.4,86,19.8,10.010580555555554,0,
2020-01-06,Colombo,Rice,77.63,151.89,26.4,0.5,86,11.6,10.798697222222222,0,
2020-01-06,Puttalam,Red Onion,31.14,388.91,27.0,0.0,78,19.2,10.741758333333332,0,
2020-01-06,Nuwara Eliya,Beetroot,10.8,220.78,15.0,0.0,87,16.8,10.870844444444444,0,
2020-01-07,Colombo,Radish,19.36,60.47,26.8,0.4,78,13.6,10.770405555555556,0,
2020-01-07,Kandy,Rice,56.39,165.55,23.9,0.4,79,22.0,10.791752777777775,0,
2020-01-07,Polonnaruwa,Rice,44.75,149.77,25.2,4.2,90,15.6,10.440636111111113,0,
2020-01-07,Colombo,Beetroot,14.9,268.39,26.8,0.4,78,13.6,10.770405555555556,0,
2020-01-07,Thambuththegama,Red Onion,35.12,273.38,25.7,1.3,84,20.1,10.725608333333334,0,
2020-01-07,Jaffna,Red Onion,29.81,279.57,26.7,0.8,81,22.9,10.662594444444444,0,
2020-01-07,Kandy,Beetroot,12.15,155.22,23.9,0.4,79,22.0,10.791752777777775,0,
2020-01-07,Moneragala,Rice,44.86,146.78,24.1,3.8,91,16.4,10.272572222222225,0,
2020-01-07,Mullaittivu,Red Onion,23.56,251.65,26.8,2.6,80,23.7,10.725333333333332,0,
2020-01-07,Thambuththegama,Beetroot,8.7,332.78,25.7,1.3,84,20.1,10.725608333333334,0,
2020-01-07,Puttalam,Rice,45.24,151.7,26.4,0.6,82,19.8,10.697438888888888,0,
2020-01-07,Colombo,Red Onion,46.28,333.27,26.8,0.4,78,13.6,10.770405555555556,0,
2020-01-07,Mannar,Red Onion,27.74,379.71,27.4,1.1,77,30.0,10.670844444444445,0,
2020-01-07,Dambulla,Rice,52.31,147.22,24.1,5.7,92,20.9,10.0,0,
2020-01-07,Anuradhapura,Rice,42.25,144.53,25.3,1.5,87,18.9,10.72808888888889,0,
2020-01-07,Trincomalee,Red Onion,26.72,419.83,26.3,2.8,85,21.0,9.972408333333332,0,
2020-01-07,Moneragala,Red Onion,29.76,304.17,24.1,3.8,91,16.4,10.272572222222225,0,
2020-01-07,Embilipitiya,Red Onion,25.73,421.41,26.6,0.2,75,23.5,10.853338888888889,0,
2020-01-07,Kurunegala,Rice,53.09,149.91,25.6,0.3,81,20.9,10.768036111111112,0,
2020-01-07,Nuwara Eliya,Red Onion,31.15,265.08,15.1,0.9,88,19.1,10.80938888888889,0,
2020-01-07,Kandy,Radish,21.6,56.46,23.9,0.4,79,22.0,10.791752777777775,0,
2020-01-07,Moneragala,Radish,14.55,83.86,24.1,3.8,91,16.4,10.272572222222225,0,
2020-01-07,Batticaloa,Red Onion,30.46,284.62,26.4,2.7,86,22.0,10.827980555555555,0,
2020-01-07,Mullaittivu,Red Onion,28.31,325.24,26.8,2.6,80,23.7,10.725333333333332,0,
2020-01-07,Dambulla,Beetroot,11.25,288.4,24.1,5.7,92,20.9,10.0,0,
2020-01-07,Dambulla,Radish,17.05,51.32,24.1,5.7,92,20.9,10.0,0,
2020-01-07,Dambulla,Red Onion,38.5,279.02,24.1,5.7,92,20.9,10.0,0,
2020-01-07,Bandarawela,Beetroot,11.4,216.01,18.9,1.8,89,16.4,10.807441666666668,0,
2020-01-07,Colombo,Rice,66.75,153.51,26.8,0.4,78,13.6,10.770405555555556,0,
2020-01-07,Ampara,Rice,53.34,149.04,25.7,5.8,88,16.1,10.843022222222222,0,
2020-01-07,Meegoda,Red Onion,32.01,274.77,26.2,1.9,85,7.2,10.362922222222222,0,
2020-01-07,Meegoda,Radish,14.59,64.34,26.2,1.9,85,7.2,10.362922222222222,0,
2020-01-07,Puttalam,Red Onion,28.6,391.11,26.4,0.6,82,19.8,10.697438888888888,0,
2020-01-07,Nuwara Eliya,Beetroot,11.26,209.43,15.1,0.9,88,19.1,10.80938888888889,0,
2020-01-07,Kandy,Red Onion,35.57,287.56,23.9,0.4,79,22.0,10.791752777777775,0,
2020-01-07,Vavuniya,Red Onion,36.84,190.29,25.3,3.1,86,20.6,10.7228,0,
2020-01-08,Dambulla,Rice,49.98,147.02,24.2,1.3,83,17.6,10.789197222222224,0,
2020-01-08,Puttalam,Red Onion,28.59,389.12,26.5,0.0,75,19.4,10.72926388888889,0,
2020-01-08,Vavuniya,Red Onion,31.31,190.5,25.1,0.0,79,15.9,10.738583333333334,0,
2020-01-08,Dambulla,Red Onion,39.03,278.82,24.2,1.3,83,17.6,10.789197222222224,0,
2020-01-08,Kurunegala,Rice,56.59,150.4,25.7,0.1,76,20.5,10.761427777777778,0,
2020-01-08,Thambuththegama,Beetroot,8.64,334.92,25.7,0.0,77,17.6,10.7584,0,
2020-01-08,Ampara,Rice,49.98,149.31,25.9,2.1,84,17.6,10.071033333333334,0,
2020-01-08,Colombo,Rice,70.42,152.32,27.1,0.2,72,17.7,10.728141666666666,0,
2020-01-08,Moneragala,Rice,46.75,146.16,24.4,3.3,86,17.3,10.828791666666667,0,
2020-01-08,Kandy,Rice,51.56,165.22,24.0,0.2,78,18.1,10.766033333333334,0,
2020-01-08,Moneragala,Red Onion,34.38,304.26,24.4,3.3,86,17.3,10.828791666666667,0,
2020-01-08,Meegoda,Red Onion,40.47,274.71,26.5,1.2,76,17.2,10.740830555555554,0,
2020-01-08,Polonnaruwa,Rice,45.62,149.66,25.7,2.3,82,15.0,10.7789,0,
2020-01-08,Colombo,Red Onion,58.39,329.68,27.1,0.2,72,17.7,10.728141666666666,0,
2020-01-08,Mullaittivu,Red Onion,24.77,324.49,26.4,0.0,75,19.4,10.719802777777778,0,
2020-01-08,Mullaittivu,Red Onion,33.7,256.22,26.4,0.0,75,19.4,10.719802777777778,0,
2020-01-08,Anuradhapura,Rice,52.49,143.89,25.3,0.0,79,16.6,10.730452777777778,0,
2020-01-08,Colombo,Radish,24.35,60.04,27.1,0.2,72,17.7,10.728141666666666,0,
