Date,market,item,price,is_holiday,holiday_name,temp,rainfall,humidity,wind_speed,sunshine_hours,volume_MT,is_public_holiday,demand_multiplier,quantity_tonnes_x,quantity_tonnes_y,quantity_tonnes
2020-01-02,Kurunegala,Rice,149.49,0.0,,26.1,1.3,83.0,10.6,10.78136388888889,47.93,,,,47.93,
2020-01-02,Mannar,Red Onion,369.02,0.0,,27.3,0.9,82.0,19.1,10.702122222222222,28.66,,,,28.66,
2020-01-02,Meegoda,Radish,62.29,0.0,,26.1,5.6,88.0,8.1,10.779697222222223,15.87,,,,15.87,
2020-01-02,Meegoda,Red Onion,274.56,0.0,,26.1,5.6,88.0,8.1,10.779697222222223,35.92,,,,35.92,
2020-01-02,Moneragala,Radish,85.61,0.0,,24.7,8.1,92.0,12.1,10.769508333333334,10.48,,,,10.48,
2020-01-02,Moneragala,Red Onion,304.84,0.0,,24.7,8.1,92.0,12.1,10.769508333333334,28.91,,,,28.91,
2020-01-02,Moneragala,Rice,146.26,0.0,,24.7,8.1,92.0,12.1,10.769508333333334,41.89,,,,41.89,
2020-01-02,Mullaittivu,Red Onion,248.26,0.0,,26.8,3.5,85.0,16.2,10.75645277777778,27.44,,,,27.44,
2020-01-02,Nuwara Eliya,Beetroot,262.29,0.0,,16.2,1.8,93.0,15.1,10.663008333333334,10.93,,,,10.93,
2020-01-02,Nuwara Eliya,Red Onion,272.22,0.0,,16.2,1.8,93.0,15.1,10.663008333333334,32.14,,,,32.14,
2020-01-02,Polonnaruwa,Rice,149.56,0.0,,26.1,4.8,89.0,12.2,9.564402777777778,49.28,,,,49.28,
2020-01-02,Puttalam,Red Onion,408.83,0.0,,26.9,2.2,85.0,17.1,10.729458333333334,28.83,,,,28.83,
2020-01-02,Puttalam,Rice,151.44,0.0,,26.9,2.2,85.0,17.1,10.729458333333334,44.8,,,,44.8,
2020-01-02,Thambuththegama,Beetroot,339.85,0.0,,26.2,2.5,86.0,16.1,10.757575,9.17,,,,9.17,
2020-01-02,Thambuththegama,Red Onion,292.62,0.0,,26.2,2.5,86.0,16.1,10.757575,26.21,,,,26.21,
2020-01-02,Trincomalee,Red Onion,435.62,0.0,,26.6,4.9,86.0,14.2,10.099433333333334,28.02,,,,28.02,
2020-01-02,Vavuniya,Red Onion,190.43,0.0,,25.7,3.9,88.0,15.9,10.754291666666663,31.24,,,,31.24,
2020-01-03,Ampara,Rice,149.17,0.0,,26.5,2.7,86.0,14.8,10.868741666666669,49.87,,,,49.87,
2020-01-03,Anuradhapura,Rice,144.67,0.0,,26.3,0.6,85.0,17.8,10.753155555555557,48.85,,,,48.85,
2020-01-03,Bandarawela,Beetroot,216.6,0.0,,19.6,1.4,88.0,11.1,10.839708333333332,12.72,,,,12.72,
2020-01-03,Batticaloa,Red Onion,286.68,0.0,,27.0,1.8,85.0,18.4,10.853438888888888,31.46,,,,31.46,
2020-01-03,Colombo,Beetroot,280.79,0.0,,26.6,0.8,88.0,12.6,10.778275,13.25,,,,13.25,
2020-01-03,Colombo,Radish,65.46,0.0,,26.6,0.8,88.0,12.6,10.778275,22.18,,,,22.18,
2020-01-03,Colombo,Red Onion,331.22,0.0,,26.6,0.8,88.0,12.6,10.778275,55.7,,,,55.7,
2020-01-03,Colombo,Rice,150.87,0.0,,26.6,0.8,88.0,12.6,10.778275,76.65,,,,76.65,
2020-01-03,Dambulla,Beetroot,280.62,0.0,,25.4,0.3,85.0,21.0,10.781825,12.22,,,,12.22,
2020-01-03,Dambulla,Radish,52.73,0.0,,25.4,0.3,85.0,21.0,10.781825,20.22,,,,20.22,
2020-01-03,Dambulla,Red Onion,277.56,0.0,,25.4,0.3,85.0,21.0,10.781825,28.67,,,,28.67,
2020-01-03,Dambulla,Rice,146.55,0.0,,25.4,0.3,85.0,21.0,10.781825,57.9,,,,57.9,
2020-01-03,Embilipitiya,Red Onion,438.34,0.0,,26.7,1.5,82.0,19.8,10.845644444444444,29.34,,,,29.34,
2020-01-03,Jaffna,Red Onion,273.48,0.0,,26.9,0.6,86.0,16.7,10.686830555555554,33.99,,,,33.99,
2020-01-03,Kandy,Beetroot,155.42,0.0,,24.7,0.0,79.0,21.7,10.81926111111111,15.57,,,,15.57,
2020-01-03,Kandy,Radish,57.3,0.0,,24.7,0.0,79.0,21.7,10.81926111111111,19.43,,,,19.43,
2020-01-03,Kandy,Red Onion,284.22,0.0,,24.7,0.0,79.0,21.7,10.81926111111111,42.66,,,,42.66,
2020-01-03,Kandy,Rice,165.78,0.0,,24.7,0.0,79.0,21.7,10.81926111111111,54.45,,,,54.45,
2020-01-03,Kurunegala,Rice,149.78,0.0,,26.6,0.8,81.0,6.9,10.774513888888889,49.37,,,,49.37,
2020-01-03,Mannar,Red Onion,369.84,0.0,,27.3,2.1,82.0,21.3,10.695475,27.85,,,,27.85,
2020-01-03,Meegoda,Radish,64.94,0.0,,26.2,2.8,88.0,7.8,10.772763888888887,15.87,,,,15.87,
2020-01-03,Meegoda,Red Onion,274.47,0.0,,26.2,2.8,88.0,7.8,10.772763888888887,34.91,,,,34.91,
2020-01-03,Moneragala,Radish,85.5,0.0,,25.1,3.4,88.0,10.5,10.856141666666668,14.93,,,,14.93,
2020-01-03,Moneragala,Red Onion,304.21,0.0,,25.1,3.4,88.0,10.5,10.856141666666668,36.38,,,,36.38,
2020-01-03,Moneragala,Rice,146.0,0.0,,25.1,3.4,88.0,10.5,10.856141666666668,49.47,,,,49.47,
2020-01-03,Mullaittivu,Red Onion,254.88,0.0,,27.1,3.8,84.0,19.3,10.749830555555556,25.72,,,,25.72,
2020-01-03,Nuwara Eliya,Beetroot,250.05,0.0,,16.4,0.0,87.0,14.1,10.815669444444444,11.73,,,,11.73,
2020-01-03,Nuwara Eliya,Red Onion,269.81,0.0,,16.4,0.0,87.0,14.1,10.815669444444444,36.84,,,,36.84,
2020-01-03,Polonnaruwa,Rice,149.64,0.0,,26.4,1.3,85.0,14.2,10.804805555555555,51.26,,,,51.26,
2020-01-03,Puttalam,Red Onion,405.48,0.0,,27.1,0.4,82.0,19.5,10.722680555555556,28.75,,,,28.75,
2020-01-03,Puttalam,Rice,151.04,0.0,,27.1,0.4,82.0,19.5,10.722680555555556,45.75,,,,45.75,
2020-01-03,Thambuththegama,Beetroot,334.49,0.0,,26.4,0.4,83.0,18.0,10.750805555555557,8.57,,,,8.57,
2020-01-03,Thambuththegama,Red Onion,287.92,0.0,,26.4,0.4,83.0,18.0,10.750805555555557,35.66,,,,35.66,
2020-01-03,Trincomalee,Red Onion,445.85,0.0,,27.2,3.7,83.0,18.4,10.794202777777777,25.88,,,,25.88,
2020-01-03,Vavuniya,Red Onion,190.43,0.0,,26.1,1.4,85.0,15.7,10.747605555555555,34.24,,,,34.24,
2020-01-04,Ampara,Rice,149.01,0.0,,26.2,0.7,86.0,11.8,10.862022222222222,52.85,,,,52.85,
2020-01-04,Anuradhapura,Rice,144.86,0.0,,26.3,0.6,84.0,14.1,10.746583333333332,54.55,,,,54.55,
2020-01-04,Bandarawela,Beetroot,218.38,0.0,,19.1,2.0,87.0,11.3,10.864430555555554,10.6,,,,10.6,
2020-01-04,Batticaloa,Red Onion,282.68,0.0,,26.9,1.3,85.0,15.0,10.846780555555556,33.77,,,,33.77,
2020-01-04,Colombo,Beetroot,271.1,0.0,,26.6,2.3,88.0,10.8,10.753252777777778,15.51,,,,15.51,
2020-01-04,Colombo,Radish,64.83,0.0,,26.6,2.3,88.0,10.8,10.753252777777778,21.33,,,,21.33,
2020-01-04,Colombo,Red Onion,337.42,0.0,,26.6,2.3,88.0,10.8,10.753252777777778,46.26,,,,46.26,
2020-01-04,Colombo,Rice,151.37,0.0,,26.6,2.3,88.0,10.8,10.753252777777778,73.36,,,,73.36,
2020-01-04,Dambulla,Beetroot,279.75,0.0,,25.4,0.5,85.0,15.7,10.775183333333334,11.24,,,,11.24,
2020-01-04,Dambulla,Radish,53.68,0.0,,25.4,0.5,85.0,15.7,10.775183333333334,17.38,,,,17.38,
2020-01-04,Dambulla,Red Onion,278.02,0.0,,25.4,0.5,85.0,15.7,10.775183333333334,41.05,,,,41.05,
2020-01-04,Dambulla,Rice,147.08,0.0,,25.4,0.5,85.0,15.7,10.775183333333334,55.73,,,,55.73,
2020-01-04,Embilipitiya,Red Onion,433.23,0.0,,26.5,0.5,82.0,15.8,10.837811111111112,24.73,,,,24.73,
2020-01-04,Jaffna,Red Onion,278.79,0.0,,26.8,0.8,86.0,13.1,10.680447222222222,29.48,,,,29.48,
2020-01-04,Kandy,Beetroot,155.48,0.0,,24.4,0.7,80.0,18.0,10.79533611111111,14.96,,,,14.96,
2020-01-04,Kandy,Radish,57.05,0.0,,24.4,0.7,80.0,18.0,10.79533611111111,15.92,,,,15.92,
2020-01-04,Kandy,Red Onion,285.32,0.0,,24.4,0.7,80.0,18.0,10.79533611111111,43.21,,,,43.21,
2020-01-04,Kandy,Rice,165.53,0.0,,24.4,0.7,80.0,18.0,10.79533611111111,63.35,,,,63.35,
2020-01-04,Kurunegala,Rice,149.8,0.0,,26.0,1.2,83.0,7.8,10.77113611111111,55.83,,,,55.83,
2020-01-04,Mannar,Red Onion,373.2,0.0,,27.2,1.7,83.0,19.2,10.68900277777778,30.2,,,,30.2,
2020-01-04,Meegoda,Radish,65.65,0.0,,26.1,3.9,89.0,9.7,10.591797222222224,15.02,,,,15.02,
2020-01-04,Meegoda,Red Onion,274.56,0.0,,26.1,3.9,89.0,9.7,10.591797222222224,39.09,,,,39.09,
2020-01-04,Moneragala,Radish,84.44,0.0,,25.1,1.1,86.0,11.6,10.849372222222222,12.42,,,,12.42,
2020-01-04,Moneragala,Red Onion,304.36,0.0,,25.1,1.1,86.0,11.6,10.849372222222222,32.02,,,,32.02,
2020-01-04,Moneragala,Rice,146.96,0.0,,25.1,1.1,86.0,11.6,10.849372222222222,46.65,,,,46.65,
2020-01-04,Mullaittivu,Red Onion,254.62,0.0,,26.9,0.6,85.0,14.8,10.743388888888887,29.65,,,,29.65,
2020-01-04,Nuwara Eliya,Beetroot,222.36,0.0,,15.6,0.0,85.0,7.3,10.813044444444444,11.53,,,,11.53,
2020-01-04,Nuwara Eliya,Red Onion,264.71,0.0,,15.6,0.0,85.0,7.3,10.813044444444444,35.95,,,,35.95,
2020-01-04,Polonnaruwa,Rice,149.58,0.0,,26.4,1.6,85.0,11.7,10.798175,47.38,,,,47.38,
2020-01-04,Puttalam,Red Onion,404.38,0.0,,26.9,0.8,83.0,13.8,10.716069444444445,32.94,,,,32.94,
2020-01-04,Puttalam,Rice,151.19,0.0,,26.9,0.8,83.0,13.8,10.716069444444445,51.16,,,,51.16,
2020-01-04,Thambuththegama,Beetroot,326.69,0.0,,26.4,0.3,83.0,14.5,10.744205555555556,7.71,,,,7.71,
2020-01-04,Thambuththegama,Red Onion,281.78,0.0,,26.4,0.3,83.0,14.5,10.744205555555556,28.58,,,,28.58,
2020-01-04,Trincomalee,Red Onion,436.72,0.0,,27.0,1.1,83.0,13.7,10.683972222222224,31.21,,,,31.21,
2020-01-04,Vavuniya,Red Onion,190.39,0.0,,26.1,0.9,84.0,13.0,10.741091666666668,34.8,,,,34.8,
2020-01-05,Ampara,Rice,148.87,0.0,,26.3,0.8,84.0,13.5,10.855483333333332,46.47,,,,46.47,
2020-01-05,Anuradhapura,Rice,144.9,0.0,,26.2,0.0,83.0,17.4,10.740202777777778,62.41,,,,62.41,
2020-01-05,Bandarawela,Beetroot,218.42,0.0,,19.4,0.0,83.0,13.3,10.841388888888888,12.17,,,,12.17,
2020-01-05,Batticaloa,Red Onion,281.45,0.0,,27.0,1.5,83.0,15.9,10.840302777777778,33.94,,,,33.94,
2020-01-05,Colombo,Beetroot,270.48,0.0,,26.4,0.5,88.0,10.4,10.784111111111113,14.88,,,,14.88,
2020-01-05,Colombo,Radish,63.58,0.0,,26.4,0.5,88.0,10.4,10.784111111111113,21.07,,,,21.07,
2020-01-05,Colombo,Red Onion,343.68,0.0,,26.4,0.5,88.0,10.4,10.784111111111113,46.69,,,,46.69,
2020-01-05,Colombo,Rice,152.78,0.0,,26.4,0.5,88.0,10.4,10.784111111111113,74.41,,,,74.41,
2020-01-05,Dambulla,Beetroot,282.02,0.0,,25.3,0.0,82.0,20.9,10.774,12.1,,,,12.1,
2020-01-05,Dambulla,Radish,53.87,0.0,,25.3,0.0,82.0,20.9,10.774,15.62,,,,15.62,
2020-01-05,Dambulla,Red Onion,275.59,0.0,,25.3,0.0,82.0,20.9,10.774,42.34,,,,42.34,
2020-01-05,Dambulla,Rice,147.11,0.0,,25.3,0.0,82.0,20.9,10.774,51.24,,,,51.24,
2020-01-05,Embilipitiya,Red Onion,432.06,0.0,,26.6,0.0,80.0,18.3,10.84816388888889,28.06,,,,28.06,
2020-01-05,Jaffna,Red Onion,278.24,0.0,,27.0,0.0,82.0,18.0,10.674269444444445,34.96,,,,34.96,
2020-01-05,Kandy,Beetroot,156.1,0.0,,24.2,0.0,78.0,22.6,10.822791666666667,16.11,,,,16.11,
2020-01-05,Kandy,Radish,56.28,0.0,,24.2,0.0,78.0,22.6,10.822791666666667,16.28,,,,16.28,
2020-01-05,Kandy,Red Onion,284.76,0.0,,24.2,0.0,78.0,22.6,10.822791666666667,36.39,,,,36.39,
2020-01-05,Kandy,Rice,165.56,0.0,,24.2,0.0,78.0,22.6,10.822791666666667,59.68,,,,59.68,
2020-01-05,Kurunegala,Rice,149.8,0.0,,26.0,0.0,79.0,14.6,10.781719444444445,45.0,,,,45.0,
2020-01-05,Mannar,Red Onion,374.01,0.0,,27.6,1.7,78.0,24.9,10.686541666666669,25.24,,,,25.24,
2020-01-05,Meegoda,Radish,64.8,0.0,,26.0,2.1,87.0,10.3,10.75938611111111,18.28,,,,18.28,
2020-01-05,Meegoda,Red Onion,276.33,0.0,,26.0,2.1,87.0,10.3,10.75938611111111,37.83,,,,37.83,
2020-01-05,Moneragala,Radish,84.43,0.0,,25.1,0.7,84.0,14.5,10.842783333333331,10.68,,,,10.68,
2020-01-05,Moneragala,Red Onion,304.22,0.0,,25.1,0.7,84.0,14.5,10.842783333333331,32.18,,,,32.18,
2020-01-05,Moneragala,Rice,146.54,0.0,,25.1,0.7,84.0,14.5,10.842783333333331,49.89,,,,49.89,
2020-01-05,Mullaittivu,Red Onion,247.68,0.0,,27.2,0.6,80.0,18.4,10.737144444444445,33.76,,,,33.76,
2020-01-05,Nuwara Eliya,Beetroot,215.06,0.0,,15.3,0.0,80.0,11.5,10.8584,11.48,,,,11.48,
2020-01-05,Nuwara Eliya,Red Onion,266.21,0.0,,15.3,0.0,80.0,11.5,10.8584,32.72,,,,32.72,
2020-01-05,Polonnaruwa,Rice,149.71,0.0,,26.6,0.4,83.0,14.2,10.791730555555556,52.86,,,,52.86,
2020-01-05,Puttalam,Red Onion,399.98,0.0,,27.3,0.1,78.0,16.4,10.72886388888889,30.19,,,,30.19,
2020-01-05,Puttalam,Rice,151.54,0.0,,27.3,0.1,78.0,16.4,10.72886388888889,44.96,,,,44.96,
2020-01-05,Thambuththegama,Beetroot,328.75,0.0,,26.4,0.1,80.0,17.7,10.737791666666668,11.06,,,,11.06,
2020-01-05,Thambuththegama,Red Onion,281.7,0.0,,26.4,0.1,80.0,17.7,10.737791666666668,35.28,,,,35.28,
2020-01-05,Trincomalee,Red Onion,416.87,0.0,,27.1,0.9,81.0,16.6,10.781333333333334,28.4,,,,28.4,
2020-01-05,Vavuniya,Red Onion,190.36,0.0,,26.2,0.0,83.0,15.7,10.734775,31.91,,,,31.91,
2020-01-06,Ampara,Rice,148.81,0.0,,26.0,2.5,86.0,14.6,10.849141666666668,46.4,,,,46.4,
2020-01-06,Anuradhapura,Rice,144.66,0.0,,26.1,0.2,81.0,18.1,10.73845277777778,49.81,,,,49.81,
2020-01-06,Bandarawela,Beetroot,216.08,0.0,,18.9,1.1,88.0,14.8,10.85195,10.98,,,,10.98,
2020-01-06,Batticaloa,Red Onion,286.22,0.0,,26.9,2.1,83.0,19.6,10.834027777777775,32.69,,,,32.69,
2020-01-06,Colombo,Beetroot,269.29,0.0,,26.4,0.5,86.0,11.6,10.798697222222222,17.02,,,,17.02,
2020-01-06,Colombo,Radish,63.68,0.0,,26.4,0.5,86.0,11.6,10.798697222222222,25.35,,,,25.35,
2020-01-06,Colombo,Red Onion,334.38,0.0,,26.4,0.5,86.0,11.6,10.798697222222222,45.01,,,,45.01,
2020-01-06,Colombo,Rice,151.89,0.0,,26.4,0.5,86.0,11.6,10.798697222222222,77.63,,,,77.63,
2020-01-06,Dambulla,Beetroot,286.75,0.0,,24.9,1.4,86.0,19.8,10.010580555555554,12.36,,,,12.36,
2020-01-06,Dambulla,Radish,53.0,0.0,,24.9,1.4,86.0,19.8,10.010580555555554,16.55,,,,16.55,
2020-01-06,Dambulla,Red Onion,279.99,0.0,,24.9,1.4,86.0,19.8,10.010580555555554,38.2,,,,38.2,
2020-01-06,Dambulla,Rice,147.02,0.0,,24.9,1.4,86.0,19.8,10.010580555555554,56.16,,,,56.16,
2020-01-06,Embilipitiya,Red Onion,431.66,0.0,,27.0,0.0,75.0,21.9,10.859744444444445,30.46,,,,30.46,
2020-01-06,Jaffna,Red Onion,274.63,0.0,,26.8,1.1,81.0,21.4,10.66831111111111,34.64,,,,34.64,
2020-01-06,Kandy,Beetroot,156.12,0.0,,24.2,0.0,78.0,23.1,10.816530555555556,14.45,,,,14.45,
2020-01-06,Kandy,Radish,56.73,0.0,,24.2,0.0,78.0,23.1,10.816530555555556,19.18,,,,19.18,
2020-01-06,Kandy,Red Onion,283.38,0.0,,24.2,0.0,78.0,23.1,10.816530555555556,38.18,,,,38.18,
2020-01-06,Kandy,Rice,165.58,0.0,,24.2,0.0,78.0,23.1,10.816530555555556,50.9,,,,50.9,
2020-01-06,Kurunegala,Rice,149.79,0.0,,25.9,0.1,78.0,19.4,10.774808333333333,54.25,,,,54.25,
2020-01-06,Mannar,Red Onion,377.66,0.0,,27.4,0.3,78.0,28.1,10.6794,27.95,,,,27.95,
2020-01-06,Meegoda,Radish,66.27,0.0,,26.3,0.7,86.0,6.5,10.811375,16.1,,,,16.1,
2020-01-06,Meegoda,Red Onion,276.0,0.0,,26.3,0.7,86.0,6.5,10.811375,43.75,,,,43.75,
2020-01-06,Moneragala,Radish,84.44,0.0,,24.6,3.8,89.0,17.1,10.836383333333334,12.59,,,,12.59,
2020-01-06,Moneragala,Red Onion,304.1,0.0,,24.6,3.8,89.0,17.1,10.836383333333334,33.55,,,,33.55,
2020-01-06,Moneragala,Rice,146.77,0.0,,24.6,3.8,89.0,17.1,10.836383333333334,38.11,,,,38.11,
2020-01-06,Mullaittivu,Red Onion,248.84,0.0,,26.9,0.9,81.0,20.6,10.731116666666663,29.93,,,,29.93,
2020-01-06,Nuwara Eliya,Beetroot,220.78,0.0,,15.0,0.0,87.0,16.8,10.870844444444444,10.8,,,,10.8,
2020-01-06,Nuwara Eliya,Red Onion,266.56,0.0,,15.0,0.0,87.0,16.8,10.870844444444444,31.79,,,,31.79,
2020-01-06,Polonnaruwa,Rice,149.76,0.0,,26.3,1.9,84.0,16.6,10.785488888888889,49.14,,,,49.14,
2020-01-06,Puttalam,Red Onion,388.91,0.0,,27.0,0.0,78.0,19.2,10.741758333333332,31.14,,,,31.14,
2020-01-06,Puttalam,Rice,151.01,0.0,,27.0,0.0,78.0,19.2,10.741758333333332,46.36,,,,46.36,
2020-01-06,Thambuththegama,Beetroot,325.8,0.0,,26.3,0.2,80.0,17.9,10.752277777777778,9.91,,,,9.91,
2020-01-06,Thambuththegama,Red Onion,280.46,0.0,,26.3,0.2,80.0,17.9,10.752277777777778,39.15,,,,39.15,
2020-01-06,Trincomalee,Red Onion,423.77,0.0,,27.2,2.2,79.0,19.1,10.775202777777778,28.94,,,,28.94,
2020-01-06,Vavuniya,Red Onion,190.35,0.0,,25.9,1.9,84.0,18.4,10.728669444444444,28.9,,,,28.9,
2020-01-07,Ampara,Rice,149.04,0.0,,25.7,5.8,88.0,16.1,10.843022222222222,53.34,,,,53.34,
2020-01-07,Anuradhapura,Rice,144.53,0.0,,25.3,1.5,87.0,18.9,10.72808888888889,42.25,,,,42.25,
2020-01-07,Bandarawela,Beetroot,216.01,0.0,,18.9,1.8,89.0,16.4,10.807441666666668,11.4,,,,11.4,
2020-01-07,Batticaloa,Red Onion,284.62,0.0,,26.4,2.7,86.0,22.0,10.827980555555555,30.46,,,,30.46,
2020-01-07,Colombo,Beetroot,268.39,0.0,,26.8,0.4,78.0,13.6,10.770405555555556,14.9,,,,14.9,
2020-01-07,Colombo,Radish,60.47,0.0,,26.8,0.4,78.0,13.6,10.770405555555556,19.36,,,,19.36,
2020-01-07,Colombo,Red Onion,333.27,0.0,,26.8,0.4,78.0,13.6,10.770405555555556,46.28,,,,46.28,
2020-01-07,Colombo,Rice,153.51,0.0,,26.8,0.4,78.0,13.6,10.770405555555556,66.75,,,,66.75,
